1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,4.133333333333333304e-01,1.333333333333333419e-02,1.466666666666666674e-01,2.800000000000000266e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02
1.176470588235294101e-02,1.176470588235294101e-02,1.294117647058823650e-01,1.176470588235294101e-02,1.176470588235294101e-02,3.647058823529412130e-01,1.176470588235294101e-02,1.176470588235294101e-02,2.470588235294117752e-01,1.176470588235294101e-02,1.294117647058823650e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02
9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,4.857142857142856540e-01,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,2.000000000000000111e-01,2.000000000000000111e-01,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03
6.285714285714286143e-02,5.714285714285714281e-03,5.714285714285714281e-03,5.714285714285714281e-03,5.714285714285714281e-03,1.771428571428571574e-01,5.714285714285714281e-03,5.714285714285714281e-03,5.714285714285714281e-03,5.714285714285714281e-03,2.914285714285714257e-01,5.714285714285714281e-03,4.057142857142856940e-01,5.714285714285714281e-03,5.714285714285714281e-03
8.000000000000000167e-03,8.800000000000000877e-02,8.000000000000000167e-03,8.000000000000000167e-03,8.000000000000000167e-03,3.279999999999999583e-01,8.000000000000000167e-03,8.000000000000000167e-03,8.800000000000000877e-02,8.000000000000000167e-03,8.000000000000000167e-03,4.079999999999999738e-01,8.000000000000000167e-03,8.000000000000000167e-03,8.000000000000000167e-03
1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.466666666666666674e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,2.800000000000000266e-01,2.800000000000000266e-01,1.466666666666666674e-01,1.333333333333333419e-02,1.333333333333333419e-02
8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,3.565217391304347783e-01,1.826086956521739135e-01,2.695652173913043459e-01,9.565217391304348116e-02,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03
8.000000000000000167e-03,8.000000000000000167e-03,1.680000000000000104e-01,8.000000000000000167e-03,8.000000000000000167e-03,4.079999999999999738e-01,8.000000000000000167e-03,8.000000000000000167e-03,8.800000000000000877e-02,8.000000000000000167e-03,8.000000000000000167e-03,8.000000000000000167e-03,8.000000000000000167e-03,8.000000000000000167e-03,2.479999999999999982e-01
1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,2.800000000000000266e-01,1.333333333333333419e-02,1.466666666666666674e-01,2.800000000000000266e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.466666666666666674e-01
1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,4.315789473684210065e-01,1.052631578947368397e-02,1.052631578947368397e-02,2.210526315789473895e-01,1.157894736842105393e-01,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,1.157894736842105393e-01,1.052631578947368397e-02
2.800000000000000266e-01,1.333333333333333419e-02,1.333333333333333419e-02,4.133333333333333304e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.466666666666666674e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02
9.523809523809524669e-03,1.047619047619047644e-01,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,1.047619047619047644e-01,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,9.523809523809524669e-03,3.904761904761904212e-01,2.952380952380952439e-01
