1.176470588235294101e-02,1.176470588235294101e-02,2.470588235294117752e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.294117647058823650e-01,1.176470588235294101e-02,1.176470588235294101e-02,3.647058823529412130e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.294117647058823650e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02
8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,9.565217391304348116e-02,8.695652173913043584e-03,8.695652173913043584e-03,1.826086956521739135e-01,8.695652173913043584e-03,3.565217391304347783e-01,8.695652173913043584e-03,1.826086956521739135e-01,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,9.565217391304348116e-02
1.294117647058823650e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.294117647058823650e-01,1.176470588235294101e-02,5.999999999999999778e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02
1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.466666666666666674e-01,1.333333333333333419e-02,6.799999999999999378e-01
8.695652173913043584e-03,8.695652173913043584e-03,4.434782608695652106e-01,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,9.565217391304348116e-02,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,8.695652173913043584e-03,3.565217391304347783e-01,8.695652173913043584e-03,8.695652173913043584e-03
7.586206896551725420e-02,6.896551724137931806e-03,2.137931034482758730e-01,6.896551724137931806e-03,2.137931034482758730e-01,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,3.517241379310344640e-01,7.586206896551725420e-02,6.896551724137931806e-03,6.896551724137931806e-03
1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,1.157894736842105393e-01,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,5.368421052631578982e-01,1.157894736842105393e-01,1.157894736842105393e-01,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02,1.052631578947368397e-02
1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,3.647058823529412130e-01,1.294117647058823650e-01,2.470588235294117752e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.294117647058823650e-01,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02,1.176470588235294101e-02
1.333333333333333419e-02,1.333333333333333419e-02,2.800000000000000266e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.466666666666666674e-01,1.466666666666666674e-01,1.333333333333333419e-02,2.800000000000000266e-01
1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,6.799999999999999378e-01,1.466666666666666674e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02
1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.466666666666666674e-01,1.333333333333333419e-02,6.799999999999999378e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02
6.896551724137931806e-03,6.896551724137931806e-03,4.896551724137930828e-01,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,6.896551724137931806e-03,2.827586206896551269e-01,1.448275862068965636e-01
1.466666666666666674e-01,2.800000000000000266e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,4.133333333333333304e-01,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02,1.333333333333333419e-02
